Distance_km,Pressure_psi,APINumber
13.23469387755102,1.2931133432951847e-11,21932098
13.63265306122449,2.591952647321556e-12,21932098
14.03061224489796,4.969884211917339e-13,21932098
14.428571428571429,9.115067292031202e-14,21932098
14.826530612244898,1.598954354512095e-14,21932098
15.224489795918368,2.6825343281257073e-15,21932098
15.622448979591837,4.3038792045504964e-16,21932098
16.020408163265305,6.603205832189032e-17,21932098
16.418367346938776,9.687365934223951e-18,21932098
16.816326530612244,1.3589090405227073e-18,21932098
17.214285714285715,1.822585981603593e-19,21932098
17.612244897959183,2.3371096038586936e-20,21932098
18.010204081632654,2.8651358923315596e-21,21932098
18.408163265306122,3.357911533962302e-22,21932098
18.806122448979593,3.7621401669203165e-23,21932098
19.20408163265306,4.029277296415228e-24,21932098
19.602040816326532,4.125071179664573e-25,21932098
20.0,4.0367727100264304e-26,21932098
0.5,167.89904270771083,31932098
0.8979591836734694,99.51702709245649,31932098
1.2959183673469388,61.69400138060912,31932098
1.6938775510204083,38.49483077606557,31932098
2.0918367346938775,23.814919513999843,31932098
2.489795918367347,14.487379243839634,31932098
2.8877551020408165,8.617122692024877,31932098
3.2857142857142856,4.9898729002217594,31932098
3.683673469387755,2.8035335962941703,31932098
4.081632653061225,1.5243319672963103,31932098
4.479591836734694,0.8004765630490751,31932098
4.877551020408164,0.4053730228520831,31932098
5.275510204081633,0.19773621718550816,31932098
5.673469387755102,0.0928180496247836,31932098
6.071428571428571,0.04189426889439851,31932098
6.469387755102041,0.01817046798163217,31932098
6.86734693877551,0.007568686337016402,31932098
7.26530612244898,0.0030262426978092264,31932098
7.663265306122449,0.0011609904655837304,31932098
8.061224489795919,0.0004271994020695836,31932098
8.459183673469388,0.00015071774461848972,31932098
8.857142857142858,5.096840499489366e-5,31932098
9.255102040816327,1.651679813851476e-5,31932098
9.653061224489797,5.127861065698762e-6,31932098
10.051020408163266,1.5248956342450653e-6,31932098
10.448979591836734,4.342646714583689e-7,31932098
10.846938775510203,1.1841435565279963e-7,31932098
11.244897959183673,3.091160943286772e-8,31932098
11.642857142857142,7.724036779628401e-9,31932098
12.040816326530612,1.8472086873687488e-9,31932098
12.438775510204081,4.2275111925127446e-10,31932098
12.83673469387755,9.257703819946725e-11,31932098
13.23469387755102,1.9396701103323248e-11,31932098
13.63265306122449,3.887929055609514e-12,31932098
14.03061224489796,7.454826387987853e-13,31932098
14.428571428571429,1.3672600992285467e-13,31932098
14.826530612244898,2.3984315356858224e-14,31932098
15.224489795918368,4.0238014948304834e-15,31932098
15.622448979591837,6.455818808488978e-16,31932098
16.020408163265305,9.904808749261015e-17,31932098
16.418367346938776,1.4531048901872144e-17,31932098
16.816326530612244,2.0383635608115176e-18,31932098
17.214285714285715,2.7338789724185115e-19,31932098
17.612244897959183,3.5056644057938936e-20,31932098
18.010204081632654,4.297703838499776e-21,31932098
18.408163265306122,5.036867300944399e-22,31932098
18.806122448979593,5.643210250380818e-23,31932098
19.20408163265306,6.043915944622958e-24,31932098
19.602040816326532,6.187606769496896e-25,31932098
20.0,6.055159065039655e-26,31932098
