shape,value
"POLYGON ((-99.83816326530612 30.40979591836735, -99.83591836734692 30.40979591836735, -99.83591836734692 30.419448979591834, -99.83816326530612 30.419448979591834, -99.83816326530612 30.40979591836735))",0.0008545161569560632
"POLYGON ((-99.83816326530612 30.41944897959184, -99.83591836734692 30.41944897959184, -99.83591836734692 30.429102040816325, -99.83816326530612 30.429102040816325, -99.83816326530612 30.41944897959184))",0.008900751102466218
"POLYGON ((-99.83816326530612 30.429102040816325, -99.83591836734692 30.429102040816325, -99.83591836734692 30.438755102040815, -99.83816326530612 30.438755102040815, -99.83816326530612 30.429102040816325))",0.06876441012962242
"POLYGON ((-99.83816326530612 30.438755102040815, -99.83591836734692 30.438755102040815, -99.83591836734692 30.448408163265306, -99.83816326530612 30.448408163265306, -99.83816326530612 30.438755102040815))",0.3969358630473684
"POLYGON ((-99.83816326530612 30.448408163265306, -99.83591836734692 30.448408163265306, -99.83591836734692 30.458061224489796, -99.83816326530612 30.458061224489796, -99.83816326530612 30.448408163265306))",1.7480272515699857
"POLYGON ((-99.83816326530612 30.458061224489796, -99.83591836734692 30.458061224489796, -99.83591836734692 30.467714285714287, -99.83816326530612 30.467714285714287, -99.83816326530612 30.458061224489796))",6.1381243371209875
"POLYGON ((-99.83816326530612 30.467714285714287, -99.83591836734692 30.467714285714287, -99.83591836734692 30.477367346938777, -99.83816326530612 30.477367346938777, -99.83816326530612 30.467714285714287))",16.603989746666915
"POLYGON ((-99.83816326530612 30.477367346938777, -99.83591836734692 30.477367346938777, -99.83591836734692 30.48702040816326, -99.83816326530612 30.48702040816326, -99.83816326530612 30.477367346938777))",22.2900374494382
"POLYGON ((-99.83816326530612 30.487020408163268, -99.83591836734692 30.487020408163268, -99.83591836734692 30.49667346938775, -99.83816326530612 30.49667346938775, -99.83816326530612 30.487020408163268))",11.068875476109255
"POLYGON ((-99.83816326530612 30.49667346938776, -99.83591836734692 30.49667346938776, -99.83591836734692 30.50632653061224, -99.83816326530612 30.50632653061224, -99.83816326530612 30.49667346938776))",3.558157115523272
"POLYGON ((-99.83591836734692 30.02367346938776, -99.83367346938775 30.02367346938776, -99.83367346938775 30.033326530612243, -99.83591836734692 30.033326530612243, -99.83591836734692 30.02367346938776))",0.0001332064265961282
"POLYGON ((-99.83591836734692 30.033326530612243, -99.83367346938775 30.033326530612243, -99.83367346938775 30.042979591836733, -99.83591836734692 30.042979591836733, -99.83591836734692 30.033326530612243))",0.0002501690519237214
"POLYGON ((-99.83591836734692 30.042979591836733, -99.83367346938775 30.042979591836733, -99.83367346938775 30.052632653061224, -99.83591836734692 30.052632653061224, -99.83591836734692 30.042979591836733))",0.0003266708388054709
"POLYGON ((-99.83591836734692 30.052632653061224, -99.83367346938775 30.052632653061224, -99.83367346938775 30.062285714285714, -99.83591836734692 30.062285714285714, -99.83591836734692 30.052632653061224))",0.0002959677902796489
"POLYGON ((-99.83591836734692 30.062285714285714, -99.83367346938775 30.062285714285714, -99.83367346938775 30.071938775510205, -99.83591836734692 30.071938775510205, -99.83591836734692 30.062285714285714))",0.00018620046769531303
"POLYGON ((-99.83591836734692 30.071938775510205, -99.83367346938775 30.071938775510205, -99.83367346938775 30.081591836734695, -99.83591836734692 30.081591836734695, -99.83591836734692 30.071938775510205))",8.162416859312735e-5
"POLYGON ((-99.83591836734692 30.081591836734695, -99.83367346938775 30.081591836734695, -99.83367346938775 30.091244897959186, -99.83591836734692 30.091244897959186, -99.83591836734692 30.081591836734695))",2.5061419238846644e-5
"POLYGON ((-99.83591836734692 30.091244897959186, -99.83367346938775 30.091244897959186, -99.83367346938775 30.10089795918367, -99.83591836734692 30.10089795918367, -99.83591836734692 30.091244897959186))",5.420433695997818e-6
"POLYGON ((-99.83591836734692 30.100897959183676, -99.83367346938775 30.100897959183676, -99.83367346938775 30.11055102040816, -99.83591836734692 30.11055102040816, -99.83591836734692 30.100897959183676))",8.303099842090962e-7
"POLYGON ((-99.83591836734692 30.110551020408167, -99.83367346938775 30.110551020408167, -99.83367346938775 30.12020408163265, -99.83591836734692 30.12020408163265, -99.83591836734692 30.110551020408167))",9.048631226066753e-8
"POLYGON ((-99.83591836734692 30.120204081632657, -99.83367346938775 30.120204081632657, -99.83367346938775 30.12985714285714, -99.83591836734692 30.12985714285714, -99.83591836734692 30.120204081632657))",7.040090356481859e-9
"POLYGON ((-99.83591836734692 30.129857142857148, -99.83367346938775 30.129857142857148, -99.83367346938775 30.13951020408163, -99.83591836734692 30.13951020408163, -99.83591836734692 30.129857142857148))",3.920410432192857e-10
"POLYGON ((-99.83591836734692 30.13951020408163, -99.83367346938775 30.13951020408163, -99.83367346938775 30.14916326530612, -99.83591836734692 30.14916326530612, -99.83591836734692 30.13951020408163))",1.5653490301439418e-11
"POLYGON ((-99.83591836734692 30.14916326530612, -99.83367346938775 30.14916326530612, -99.83367346938775 30.158816326530612, -99.83591836734692 30.158816326530612, -99.83591836734692 30.14916326530612))",4.571686322423498e-13
"POLYGON ((-99.83591836734692 30.158816326530612, -99.83367346938775 30.158816326530612, -99.83367346938775 30.168469387755103, -99.83591836734692 30.168469387755103, -99.83591836734692 30.158816326530612))",6.54229768987225e-13
"POLYGON ((-99.83591836734692 30.168469387755103, -99.83367346938775 30.168469387755103, -99.83367346938775 30.178122448979593, -99.83591836734692 30.178122448979593, -99.83591836734692 30.168469387755103))",3.527118705432183e-11
"POLYGON ((-99.83591836734692 30.178122448979593, -99.83367346938775 30.178122448979593, -99.83367346938775 30.187775510204084, -99.83591836734692 30.187775510204084, -99.83591836734692 30.178122448979593))",1.392255839849117e-9
"POLYGON ((-99.83591836734692 30.187775510204084, -99.83367346938775 30.187775510204084, -99.83367346938775 30.197428571428567, -99.83591836734692 30.197428571428567, -99.83591836734692 30.187775510204084))",3.9683812410008653e-8
"POLYGON ((-99.83591836734692 30.197428571428574, -99.83367346938775 30.197428571428574, -99.83367346938775 30.207081632653058, -99.83591836734692 30.207081632653058, -99.83591836734692 30.197428571428574))",8.168415739654234e-7
"POLYGON ((-99.83591836734692 30.207081632653065, -99.83367346938775 30.207081632653065, -99.83367346938775 30.216734693877548, -99.83591836734692 30.216734693877548, -99.83591836734692 30.207081632653065))",1.2136538493894012e-5
"POLYGON ((-99.83591836734692 30.216734693877555, -99.83367346938775 30.216734693877555, -99.83367346938775 30.22638775510204, -99.83591836734692 30.22638775510204, -99.83591836734692 30.216734693877555))",0.00012997545134998086
"POLYGON ((-99.83591836734692 30.226387755102046, -99.83367346938775 30.226387755102046, -99.83367346938775 30.23604081632653, -99.83591836734692 30.23604081632653, -99.83591836734692 30.226387755102046))",0.001000189557614629
"POLYGON ((-99.83591836734692 30.23604081632653, -99.83367346938775 30.23604081632653, -99.83367346938775 30.24569387755102, -99.83591836734692 30.24569387755102, -99.83591836734692 30.23604081632653))",0.005498267282786344
"POLYGON ((-99.83591836734692 30.24569387755102, -99.83367346938775 30.24569387755102, -99.83367346938775 30.25534693877551, -99.83591836734692 30.25534693877551, -99.83591836734692 30.24569387755102))",0.021382151608689337
"POLYGON ((-99.83591836734692 30.25534693877551, -99.83367346938775 30.25534693877551, -99.83367346938775 30.265, -99.83591836734692 30.265, -99.83591836734692 30.25534693877551))",0.05797822907021196
"POLYGON ((-99.83591836734692 30.265, -99.83367346938775 30.265, -99.83367346938775 30.27465306122449, -99.83591836734692 30.27465306122449, -99.83591836734692 30.265))",0.1076531281303061
"POLYGON ((-99.83591836734692 30.27465306122449, -99.83367346938775 30.27465306122449, -99.83367346938775 30.28430612244898, -99.83591836734692 30.28430612244898, -99.83591836734692 30.27465306122449))",0.13461865550547492
"POLYGON ((-99.83591836734692 30.28430612244898, -99.83367346938775 30.28430612244898, -99.83367346938775 30.293959183673465, -99.83591836734692 30.293959183673465, -99.83591836734692 30.28430612244898))",0.11252397795487744
"POLYGON ((-99.83591836734692 30.293959183673472, -99.83367346938775 30.293959183673472, -99.83367346938775 30.303612244897955, -99.83591836734692 30.303612244897955, -99.83591836734692 30.293959183673472))",0.06325406264848639
"POLYGON ((-99.83591836734692 30.303612244897963, -99.83367346938775 30.303612244897963, -99.83367346938775 30.313265306122446, -99.83591836734692 30.313265306122446, -99.83591836734692 30.303612244897963))",0.0242994578221505
"POLYGON ((-99.83591836734692 30.313265306122453, -99.83367346938775 30.313265306122453, -99.83367346938775 30.322918367346936, -99.83591836734692 30.322918367346936, -99.83591836734692 30.313265306122453))",0.006496535105286543
"POLYGON ((-99.83591836734692 30.322918367346944, -99.83367346938775 30.322918367346944, -99.83367346938775 30.332571428571427, -99.83591836734692 30.332571428571427, -99.83591836734692 30.322918367346944))",0.0012270365069119316
"POLYGON ((-99.83591836734692 30.332571428571427, -99.83367346938775 30.332571428571427, -99.83367346938775 30.342224489795917, -99.83591836734692 30.342224489795917, -99.83591836734692 30.332571428571427))",0.0001654176062942578
"POLYGON ((-99.83591836734692 30.342224489795917, -99.83367346938775 30.342224489795917, -99.83367346938775 30.351877551020408, -99.83591836734692 30.351877551020408, -99.83591836734692 30.342224489795917))",1.6015796015267856e-5
"POLYGON ((-99.83591836734692 30.351877551020408, -99.83367346938775 30.351877551020408, -99.83367346938775 30.3615306122449, -99.83591836734692 30.3615306122449, -99.83591836734692 30.351877551020408))",1.1174256257558234e-6
"POLYGON ((-99.83591836734692 30.3615306122449, -99.83367346938775 30.3615306122449, -99.83367346938775 30.37118367346939, -99.83591836734692 30.37118367346939, -99.83591836734692 30.3615306122449))",5.633325912180057e-8
"POLYGON ((-99.83591836734692 30.37118367346939, -99.83367346938775 30.37118367346939, -99.83367346938775 30.38083673469388, -99.83591836734692 30.38083673469388, -99.83591836734692 30.37118367346939))",5.1445221273695525e-9
"POLYGON ((-99.83591836734692 30.38083673469388, -99.83367346938775 30.38083673469388, -99.83367346938775 30.390489795918363, -99.83591836734692 30.390489795918363, -99.83591836734692 30.38083673469388))",1.1075315257378332e-7
"POLYGON ((-99.83591836734692 30.39048979591837, -99.83367346938775 30.39048979591837, -99.83367346938775 30.400142857142853, -99.83591836734692 30.400142857142853, -99.83591836734692 30.39048979591837))",2.890715515773977e-6
"POLYGON ((-99.83591836734692 30.40014285714286, -99.83367346938775 30.40014285714286, -99.83367346938775 30.409795918367344, -99.83591836734692 30.409795918367344, -99.83591836734692 30.40014285714286))",5.532948989975023e-5
"POLYGON ((-99.83591836734692 30.40979591836735, -99.83367346938775 30.40979591836735, -99.83367346938775 30.419448979591834, -99.83591836734692 30.419448979591834, -99.83591836734692 30.40979591836735))",0.0007787777046223387
"POLYGON ((-99.83591836734692 30.41944897959184, -99.83367346938775 30.41944897959184, -99.83367346938775 30.429102040816325, -99.83591836734692 30.429102040816325, -99.83591836734692 30.41944897959184))",0.008088423383290166
"POLYGON ((-99.83591836734692 30.429102040816325, -99.83367346938775 30.429102040816325, -99.83367346938775 30.438755102040815, -99.83591836734692 30.438755102040815, -99.83591836734692 30.429102040816325))",0.062217474869600976
"POLYGON ((-99.83591836734692 30.438755102040815, -99.83367346938775 30.438755102040815, -99.83367346938775 30.448408163265306, -99.83591836734692 30.448408163265306, -99.83591836734692 30.438755102040815))",0.3565230020012863
"POLYGON ((-99.83591836734692 30.448408163265306, -99.83367346938775 30.448408163265306, -99.83367346938775 30.458061224489796, -99.83591836734692 30.458061224489796, -99.83591836734692 30.448408163265306))",1.5462433992729727
"POLYGON ((-99.83591836734692 30.458061224489796, -99.83367346938775 30.458061224489796, -99.83367346938775 30.467714285714287, -99.83591836734692 30.467714285714287, -99.83591836734692 30.458061224489796))",5.232116820329347
"POLYGON ((-99.83591836734692 30.467714285714287, -99.83367346938775 30.467714285714287, -99.83367346938775 30.477367346938777, -99.83591836734692 30.477367346938777, -99.83591836734692 30.467714285714287))",13.130378669171812
"POLYGON ((-99.83591836734692 30.477367346938777, -99.83367346938775 30.477367346938777, -99.83367346938775 30.48702040816326, -99.83591836734692 30.48702040816326, -99.83591836734692 30.477367346938777))",16.952620323405196
"POLYGON ((-99.83591836734692 30.487020408163268, -99.83367346938775 30.487020408163268, -99.83367346938775 30.49667346938775, -99.83591836734692 30.49667346938775, -99.83591836734692 30.487020408163268))",9.097834346279347
"POLYGON ((-99.83591836734692 30.49667346938776, -99.83367346938775 30.49667346938776, -99.83367346938775 30.50632653061224, -99.83591836734692 30.50632653061224, -99.83591836734692 30.49667346938776))",3.097036397927657
"POLYGON ((-99.83367346938775 30.02367346938776, -99.83142857142857 30.02367346938776, -99.83142857142857 30.033326530612243, -99.83367346938775 30.033326530612243, -99.83367346938775 30.02367346938776))",0.00023091601774971151
"POLYGON ((-99.83367346938775 30.033326530612243, -99.83142857142857 30.033326530612243, -99.83142857142857 30.042979591836733, -99.83367346938775 30.042979591836733, -99.83367346938775 30.033326530612243))",0.00043475121094031284
"POLYGON ((-99.83367346938775 30.042979591836733, -99.83142857142857 30.042979591836733, -99.83142857142857 30.052632653061224, -99.83367346938775 30.052632653061224, -99.83367346938775 30.042979591836733))",0.0005683255463176018
"POLYGON ((-99.83367346938775 30.052632653061224, -99.83142857142857 30.052632653061224, -99.83142857142857 30.062285714285714, -99.83367346938775 30.062285714285714, -99.83367346938775 30.052632653061224))",0.0005146583061106031
"POLYGON ((-99.83367346938775 30.062285714285714, -99.83142857142857 30.062285714285714, -99.83142857142857 30.071938775510205, -99.83367346938775 30.071938775510205, -99.83367346938775 30.062285714285714))",0.0003231373475104247
"POLYGON ((-99.83367346938775 30.071938775510205, -99.83142857142857 30.071938775510205, -99.83142857142857 30.081591836734695, -99.83367346938775 30.081591836734695, -99.83367346938775 30.071938775510205))",0.00014120507245424702
"POLYGON ((-99.83367346938775 30.081591836734695, -99.83142857142857 30.081591836734695, -99.83142857142857 30.091244897959186, -99.83367346938775 30.091244897959186, -99.83367346938775 30.081591836734695))",4.318748314865017e-5
"POLYGON ((-99.83367346938775 30.091244897959186, -99.83142857142857 30.091244897959186, -99.83142857142857 30.10089795918367, -99.83367346938775 30.10089795918367, -99.83367346938775 30.091244897959186))",9.302382636392421e-6
"POLYGON ((-99.83367346938775 30.100897959183676, -99.83142857142857 30.100897959183676, -99.83142857142857 30.11055102040816, -99.83367346938775 30.11055102040816, -99.83367346938775 30.100897959183676))",1.4191860523942213e-6
"POLYGON ((-99.83367346938775 30.110551020408167, -99.83142857142857 30.110551020408167, -99.83142857142857 30.12020408163265, -99.83367346938775 30.12020408163265, -99.83367346938775 30.110551020408167))",1.5407782817965436e-7
"POLYGON ((-99.83367346938775 30.120204081632657, -99.83142857142857 30.120204081632657, -99.83142857142857 30.12985714285714, -99.83367346938775 30.12985714285714, -99.83367346938775 30.120204081632657))",1.1946910737851246e-8
"POLYGON ((-99.83367346938775 30.129857142857148, -99.83142857142857 30.129857142857148, -99.83142857142857 30.13951020408163, -99.83367346938775 30.13951020408163, -99.83367346938775 30.129857142857148))",6.632889958923063e-10
"POLYGON ((-99.83367346938775 30.13951020408163, -99.83142857142857 30.13951020408163, -99.83142857142857 30.14916326530612, -99.83367346938775 30.14916326530612, -99.83367346938775 30.13951020408163))",2.6414568583415904e-11
"POLYGON ((-99.83367346938775 30.14916326530612, -99.83142857142857 30.14916326530612, -99.83142857142857 30.158816326530612, -99.83367346938775 30.158816326530612, -99.83367346938775 30.14916326530612))",7.672391041272628e-13
"POLYGON ((-99.83367346938775 30.158816326530612, -99.83142857142857 30.158816326530612, -99.83142857142857 30.168469387755103, -99.83367346938775 30.168469387755103, -99.83367346938775 30.158816326530612))",9.15925675276924e-13
"POLYGON ((-99.83367346938775 30.168469387755103, -99.83142857142857 30.168469387755103, -99.83142857142857 30.178122448979593, -99.83367346938775 30.178122448979593, -99.83367346938775 30.168469387755103))",4.9320658375745574e-11
"POLYGON ((-99.83367346938775 30.178122448979593, -99.83142857142857 30.178122448979593, -99.83142857142857 30.187775510204084, -99.83367346938775 30.187775510204084, -99.83367346938775 30.178122448979593))",1.9508361576181774e-9
"POLYGON ((-99.83367346938775 30.187775510204084, -99.83142857142857 30.187775510204084, -99.83142857142857 30.197428571428567, -99.83367346938775 30.197428571428567, -99.83367346938775 30.187775510204084))",5.5747233462727966e-8
"POLYGON ((-99.83367346938775 30.197428571428574, -99.83142857142857 30.197428571428574, -99.83142857142857 30.207081632653058, -99.83367346938775 30.207081632653058, -99.83367346938775 30.197428571428574))",1.1511493674538512e-6
"POLYGON ((-99.83367346938775 30.207081632653065, -99.83142857142857 30.207081632653065, -99.83142857142857 30.216734693877548, -99.83367346938775 30.216734693877548, -99.83367346938775 30.207081632653065))",1.717210573098159e-5
"POLYGON ((-99.83367346938775 30.216734693877555, -99.83142857142857 30.216734693877555, -99.83142857142857 30.22638775510204, -99.83367346938775 30.22638775510204, -99.83367346938775 30.216734693877555))",0.00018482529527911738
"POLYGON ((-99.83367346938775 30.226387755102046, -99.83142857142857 30.226387755102046, -99.83142857142857 30.23604081632653, -99.83367346938775 30.23604081632653, -99.83367346938775 30.226387755102046))",0.0014310978843643809
"POLYGON ((-99.83367346938775 30.23604081632653, -99.83142857142857 30.23604081632653, -99.83142857142857 30.24569387755102, -99.83367346938775 30.24569387755102, -99.83367346938775 30.23604081632653))",0.007925815427944698
"POLYGON ((-99.83367346938775 30.24569387755102, -99.83142857142857 30.24569387755102, -99.83142857142857 30.25534693877551, -99.83367346938775 30.25534693877551, -99.83367346938775 30.24569387755102))",0.03108352203369279
"POLYGON ((-99.83367346938775 30.25534693877551, -99.83142857142857 30.25534693877551, -99.83142857142857 30.265, -99.83367346938775 30.265, -99.83367346938775 30.25534693877551))",0.08500279653458648
"POLYGON ((-99.83367346938775 30.265, -99.83142857142857 30.265, -99.83142857142857 30.27465306122449, -99.83367346938775 30.27465306122449, -99.83367346938775 30.265))",0.15890112474867776
"POLYGON ((-99.83367346938775 30.27465306122449, -99.83142857142857 30.27465306122449, -99.83142857142857 30.28430612244898, -99.83367346938775 30.28430612244898, -99.83367346938775 30.27465306122449))",0.19925871121183003
"POLYGON ((-99.83367346938775 30.28430612244898, -99.83142857142857 30.28430612244898, -99.83142857142857 30.293959183673465, -99.83367346938775 30.293959183673465, -99.83367346938775 30.28430612244898))",0.16616799854591227
"POLYGON ((-99.83367346938775 30.293959183673472, -99.83142857142857 30.293959183673472, -99.83142857142857 30.303612244897955, -99.83367346938775 30.303612244897955, -99.83367346938775 30.293959183673472))",0.09280481141980895
"POLYGON ((-99.83367346938775 30.303612244897963, -99.83142857142857 30.303612244897963, -99.83142857142857 30.313265306122446, -99.83367346938775 30.313265306122446, -99.83367346938775 30.303612244897963))",0.035350594139699494
"POLYGON ((-99.83367346938775 30.313265306122453, -99.83142857142857 30.313265306122453, -99.83142857142857 30.322918367346936, -99.83367346938775 30.322918367346936, -99.83367346938775 30.313265306122453))",0.00937049602593469
"POLYGON ((-99.83367346938775 30.322918367346944, -99.83142857142857 30.322918367346944, -99.83142857142857 30.332571428571427, -99.83367346938775 30.332571428571427, -99.83367346938775 30.322918367346944))",0.0017563956479102478
"POLYGON ((-99.83367346938775 30.332571428571427, -99.83142857142857 30.332571428571427, -99.83142857142857 30.342224489795917, -99.83367346938775 30.342224489795917, -99.83367346938775 30.332571428571427))",0.00023527302001839006
"POLYGON ((-99.83367346938775 30.342224489795917, -99.83142857142857 30.342224489795917, -99.83142857142857 30.351877551020408, -99.83367346938775 30.351877551020408, -99.83367346938775 30.342224489795917))",2.266142509995742e-5
"POLYGON ((-99.83367346938775 30.351877551020408, -99.83142857142857 30.351877551020408, -99.83142857142857 30.3615306122449, -99.83367346938775 30.3615306122449, -99.83367346938775 30.351877551020408))",1.5745326439519783e-6
"POLYGON ((-99.83367346938775 30.3615306122449, -99.83142857142857 30.3615306122449, -99.83142857142857 30.37118367346939, -99.83367346938775 30.37118367346939, -99.83367346938775 30.3615306122449))",7.908225182174601e-8
"POLYGON ((-99.83367346938775 30.37118367346939, -99.83142857142857 30.37118367346939, -99.83142857142857 30.38083673469388, -99.83367346938775 30.38083673469388, -99.83367346938775 30.37118367346939))",5.665724755245227e-9
"POLYGON ((-99.83367346938775 30.38083673469388, -99.83142857142857 30.38083673469388, -99.83142857142857 30.390489795918363, -99.83367346938775 30.390489795918363, -99.83367346938775 30.38083673469388))",1.0001220328442027e-7
"POLYGON ((-99.83367346938775 30.39048979591837, -99.83142857142857 30.39048979591837, -99.83142857142857 30.400142857142853, -99.83367346938775 30.400142857142853, -99.83367346938775 30.39048979591837))",2.6064505262397606e-6
"POLYGON ((-99.83367346938775 30.40014285714286, -99.83142857142857 30.40014285714286, -99.83142857142857 30.409795918367344, -99.83367346938775 30.409795918367344, -99.83367346938775 30.40014285714286))",4.980520028967114e-5
"POLYGON ((-99.83367346938775 30.40979591836735, -99.83142857142857 30.40979591836735, -99.83142857142857 30.419448979591834, -99.83367346938775 30.419448979591834, -99.83367346938775 30.40979591836735))",0.0006994056996918788
"POLYGON ((-99.83367346938775 30.41944897959184, -99.83142857142857 30.41944897959184, -99.83142857142857 30.429102040816325, -99.83367346938775 30.429102040816325, -99.83367346938775 30.41944897959184))",0.007240305395529377
"POLYGON ((-99.83367346938775 30.429102040816325, -99.83142857142857 30.429102040816325, -99.83142857142857 30.438755102040815, -99.83367346938775 30.438755102040815, -99.83367346938775 30.429102040816325))",0.0554226375540736
"POLYGON ((-99.83367346938775 30.438755102040815, -99.83142857142857 30.438755102040815, -99.83142857142857 30.448408163265306, -99.83367346938775 30.448408163265306, -99.83367346938775 30.438755102040815))",0.3150424907108287
"POLYGON ((-99.83367346938775 30.448408163265306, -99.83142857142857 30.448408163265306, -99.83142857142857 30.458061224489796, -99.83367346938775 30.458061224489796, -99.83367346938775 30.448408163265306))",1.3445586413436723
"POLYGON ((-99.83367346938775 30.458061224489796, -99.83142857142857 30.458061224489796, -99.83142857142857 30.467714285714287, -99.83367346938775 30.467714285714287, -99.83367346938775 30.458061224489796))",4.386313016082463
"POLYGON ((-99.83367346938775 30.467714285714287, -99.83142857142857 30.467714285714287, -99.83142857142857 30.477367346938777, -99.83367346938775 30.477367346938777, -99.83367346938775 30.467714285714287))",10.302937145738975
"POLYGON ((-99.83367346938775 30.477367346938777, -99.83142857142857 30.477367346938777, -99.83142857142857 30.48702040816326, -99.83367346938775 30.48702040816326, -99.83367346938775 30.477367346938777))",12.910463655670197
"POLYGON ((-99.83367346938775 30.487020408163268, -99.83142857142857 30.487020408163268, -99.83142857142857 30.49667346938775, -99.83367346938775 30.49667346938775, -99.83367346938775 30.487020408163268))",7.376074631623857
"POLYGON ((-99.83367346938775 30.49667346938776, -99.83142857142857 30.49667346938776, -99.83142857142857 30.50632653061224, -99.83367346938775 30.50632653061224, -99.83367346938775 30.49667346938776))",2.6496596305681637
"POLYGON ((-99.83142857142857 30.02367346938776, -99.82918367346937 30.02367346938776, -99.82918367346937 30.033326530612243, -99.83142857142857 30.033326530612243, -99.83142857142857 30.02367346938776))",0.00039526554425578573
"POLYGON ((-99.83142857142857 30.033326530612243, -99.82918367346937 30.033326530612243, -99.82918367346937 30.042979591836733, -99.83142857142857 30.042979591836733, -99.83142857142857 30.033326530612243))",0.0007461634051056979
"POLYGON ((-99.83142857142857 30.042979591836733, -99.82918367346937 30.042979591836733, -99.82918367346937 30.052632653061224, -99.83142857142857 30.052632653061224, -99.83142857142857 30.042979591836733))",0.0009765822365832258
"POLYGON ((-99.83142857142857 30.052632653061224, -99.82918367346937 30.052632653061224, -99.82918367346937 30.062285714285714, -99.83142857142857 30.062285714285714, -99.83142857142857 30.052632653061224))",0.0008839020884171633
"POLYGON ((-99.83142857142857 30.062285714285714, -99.82918367346937 30.062285714285714, -99.82918367346937 30.071938775510205, -99.83142857142857 30.071938775510205, -99.83142857142857 30.062285714285714))",0.0005537855915729672
"POLYGON ((-99.83142857142857 30.071938775510205, -99.82918367346937 30.071938775510205, -99.82918367346937 30.081591836734695, -99.83142857142857 30.081591836734695, -99.83142857142857 30.071938775510205))",0.00024117801993318833
"POLYGON ((-99.83142857142857 30.081591836734695, -99.82918367346937 30.081591836734695, -99.82918367346937 30.091244897959186, -99.83142857142857 30.091244897959186, -99.83142857142857 30.081591836734695))",7.346260216547696e-5
"POLYGON ((-99.83142857142857 30.091244897959186, -99.82918367346937 30.091244897959186, -99.82918367346937 30.10089795918367, -99.83142857142857 30.10089795918367, -99.83142857142857 30.091244897959186))",1.5755055730387896e-5
"POLYGON ((-99.83142857142857 30.100897959183676, -99.82918367346937 30.100897959183676, -99.82918367346937 30.11055102040816, -99.83142857142857 30.11055102040816, -99.83142857142857 30.100897959183676))",2.3934849825739067e-6
"POLYGON ((-99.83142857142857 30.110551020408167, -99.82918367346937 30.110551020408167, -99.82918367346937 30.12020408163265, -99.83142857142857 30.12020408163265, -99.83142857142857 30.110551020408167))",2.588422820836647e-7
"POLYGON ((-99.83142857142857 30.120204081632657, -99.82918367346937 30.120204081632657, -99.82918367346937 30.12985714285714, -99.83142857142857 30.12985714285714, -99.83142857142857 30.120204081632657))",2.0000135990307482e-8
"POLYGON ((-99.83142857142857 30.129857142857148, -99.82918367346937 30.129857142857148, -99.82918367346937 30.13951020408163, -99.83142857142857 30.13951020408163, -99.83142857142857 30.129857142857148))",1.1070042377532876e-9
"POLYGON ((-99.83142857142857 30.13951020408163, -99.82918367346937 30.13951020408163, -99.82918367346937 30.14916326530612, -99.83142857142857 30.14916326530612, -99.83142857142857 30.13951020408163))",4.39679472572041e-11
"POLYGON ((-99.83142857142857 30.14916326530612, -99.82918367346937 30.14916326530612, -99.82918367346937 30.158816326530612, -99.83142857142857 30.158816326530612, -99.83142857142857 30.14916326530612))",1.2707867906478248e-12
"POLYGON ((-99.83142857142857 30.158816326530612, -99.82918367346937 30.158816326530612, -99.82918367346937 30.168469387755103, -99.83142857142857 30.168469387755103, -99.83142857142857 30.158816326530612))",1.2654114008736392e-12
"POLYGON ((-99.83142857142857 30.168469387755103, -99.82918367346937 30.168469387755103, -99.82918367346937 30.178122448979593, -99.83142857142857 30.178122448979593, -99.83142857142857 30.168469387755103))",6.80166764209328e-11
"POLYGON ((-99.83142857142857 30.178122448979593, -99.82918367346937 30.178122448979593, -99.82918367346937 30.187775510204084, -99.83142857142857 30.187775510204084, -99.83142857142857 30.178122448979593))",2.6957961566969226e-9
"POLYGON ((-99.83142857142857 30.187775510204084, -99.82918367346937 30.187775510204084, -99.82918367346937 30.197428571428567, -99.83142857142857 30.197428571428567, -99.83142857142857 30.187775510204084))",7.72300899649425e-8
"POLYGON ((-99.83142857142857 30.197428571428574, -99.82918367346937 30.197428571428574, -99.82918367346937 30.207081632653058, -99.83142857142857 30.207081632653058, -99.83142857142857 30.197428571428574))",1.599826403434297e-6
"POLYGON ((-99.83142857142857 30.207081632653065, -99.82918367346937 30.207081632653065, -99.82918367346937 30.216734693877548, -99.83142857142857 30.216734693877548, -99.83142857142857 30.207081632653065))",2.3960998756430537e-5
"POLYGON ((-99.83142857142857 30.216734693877555, -99.82918367346937 30.216734693877555, -99.82918367346937 30.22638775510204, -99.83142857142857 30.22638775510204, -99.83142857142857 30.216734693877555))",0.00025920367353607154
"POLYGON ((-99.83142857142857 30.226387755102046, -99.82918367346937 30.226387755102046, -99.82918367346937 30.23604081632653, -99.83142857142857 30.23604081632653, -99.83142857142857 30.226387755102046))",0.0020197692317673885
"POLYGON ((-99.83142857142857 30.23604081632653, -99.82918367346937 30.23604081632653, -99.82918367346937 30.24569387755102, -99.83142857142857 30.24569387755102, -99.83142857142857 30.23604081632653))",0.011272908964959565
"POLYGON ((-99.83142857142857 30.24569387755102, -99.82918367346937 30.24569387755102, -99.82918367346937 30.25534693877551, -99.83142857142857 30.25534693877551, -99.83142857142857 30.24569387755102))",0.04460654062808193
